"Index","Open","High","Low","Close","Volume"
2057-10-30,429.2,437.6,426.8,437.6,7040
2057-10-31,442.4,444.8,428.4,428.96,12792
2057-11-01,426.4,437.6,424,433.2,12704
2057-11-02,436.8,441.6,436,439.36,5992
2057-11-03,437.2,443.76,435.2,441.6,6912
2057-11-04,444,447.2,443.6,445.2,3760
2057-11-05,445.2,445.6,441.2,441.6,2792
2057-11-06,440,440.8,437.6,438,3648
2057-11-07,438.8,439.6,436.8,437.36,6112
2057-11-08,438.16,440,437.2,437.6,5920
2057-11-09,440,440.4,438.4,439.2,4000
2057-11-10,438.4,438.4,436.96,437.6,2712
2057-11-11,447.6,451.76,447.6,450.4,6704
2057-11-12,446.4,457.2,442,454.16,17744
2057-11-13,456,465.6,455.6,465.2,21784
2057-11-14,466,468.4,461.76,462.96,16920
2057-11-15,462.56,468,458.4,466,11896
2057-11-16,466.8,478,466.8,478,15256
2057-11-17,480,484.8,474,483.6,23008
2057-11-18,482.4,487.6,478.4,480.16,17480
2057-11-19,479.6,481.2,474,475.6,14416
2057-11-20,475.2,478.4,470,474.96,10592
2057-11-21,470.4,472,464,470.96,20480
2057-11-22,472,482.96,466.96,482.96,21000
2057-11-23,485.36,489.2,483.6,486.8,14840
2057-11-24,485.2,488,481.2,484,11696
2057-11-25,484,493.6,484,492.4,11256
2057-11-26,489.2,492.4,486,490.56,9184
2057-11-27,490.4,490.56,478.56,478.56,12088
2057-11-28,472,484,472,482.56,17008
2057-11-29,481.6,482.4,475.2,477.6,8072
2057-11-30,478.4,480.8,468.8,471.36,11928
2057-12-01,475.2,478.16,468.8,470.96,11688
2057-12-02,470.4,474.4,468.16,471.6,6624
2057-12-03,472.4,483.2,472.4,480.56,11024
2057-12-04,482,485.2,480,480.56,7416
2057-12-05,478.4,483.2,473.2,480.56,13424
2057-12-06,482,484,476,479.76,14064
2057-12-07,482,487.76,482,485.36,8824
2057-12-08,488.8,493.6,488,491.6,12632
2057-12-09,499.2,499.2,495.36,496.96,13728
2057-12-10,496.8,497.36,492.8,493.6,11760
2057-12-11,496.8,498.8,493.2,496.96,13808
2057-12-12,496.96,496.96,488.16,488.8,14864
2057-12-13,488.8,493.2,479.2,484.96,18096
2057-12-14,492.8,496.96,490,494.16,11528
2057-12-15,494.4,501.2,490,498.8,12984
2057-12-16,502,503.6,496.4,496.96,12928
2057-12-17,498,498,489.2,490.16,8720
2057-12-18,490,494.4,487.6,489.2,9472
2057-12-19,494,494,487.6,490.16,7568
2057-12-20,489.2,491.36,484.8,485.36,11392
2057-12-21,485.6,494.4,483.6,494,10304
2057-12-22,491.76,492.4,488.8,489.36,5496
2057-12-23,490.4,495.2,487.36,494.16,6336
2057-12-24,491.6,494.4,488.8,490.96,6056
2057-12-25,491.2,494.8,490.4,494.16,5232
2057-12-26,494.4,502.8,492.8,501.36,7352
2057-12-27,500.8,509.2,499.36,508.8,8672
2057-12-28,510.4,514.8,510.4,511.6,10224
2057-12-29,512,516,508.8,515.2,8496
2057-12-30,515.76,516,509.6,510.16,6568
2057-12-31,508.4,512.4,506,511.36,6800
2058-01-01,510.8,510.8,507.2,507.76,2672
2058-01-02,500.8,500.8,495.76,495.76,7544
2058-01-03,490,497.6,490,496.16,6928
2058-01-04,496.96,498,494,497.76,4304
2058-01-05,496.4,501.6,494.4,501.2,4856
2058-01-06,501.6,508.4,500.56,508.16,3888
2058-01-07,516,517.2,511.2,514,7320
2058-01-08,512.4,513.6,510.4,511.2,3336
2058-01-09,511.2,511.2,508.16,509.6,4856
2058-01-10,510.8,511.2,505.76,506.56,3520
2058-01-11,506.8,508.16,505.76,506.16,2296
2058-01-12,506.8,507.2,504.8,506.4,3440
2058-01-13,506.8,506.8,505.6,506.4,2520
2058-01-14,506.4,506.56,505.6,506,1592
2058-01-15,506.16,506.4,504.8,504.96,2192
2058-01-16,503.6,505.2,502.4,504.8,1168
2058-01-17,504.4,506.8,504.4,505.2,1600
2058-01-18,507.36,510.4,506.96,508.96,2872
2058-01-19,508.8,509.6,505.6,506.4,2456
2058-01-20,507.6,512,507.6,512,2584
2058-01-21,512.4,512.8,511.2,512,2144
2058-01-22,511.2,512,509.2,509.2,1624
2058-01-23,511.2,512.8,509.2,510.56,4448
2058-01-24,510,511.6,509.6,510.56,1776
2058-01-25,509.76,513.6,508.8,513.2,2280
2058-01-26,513.2,514.8,512.8,513.36,1424
2058-01-27,512.4,513.2,510,511.76,2064
2058-01-28,511.2,512,509.6,510.56,1968
2058-01-29,510.8,510.8,509.6,510.4,1752
2058-01-30,509.2,509.2,507.2,508.4,1768
2058-01-31,508,509.6,507.6,508.8,3656
2058-02-01,508.4,508.56,507.2,507.36,1712
2058-02-02,507.2,507.6,506.96,507.6,3208
2058-02-03,508.8,512.4,508.4,511.36,3872
2058-02-04,513.2,517.6,513.2,515.6,10160
2058-02-05,516.4,519.2,514.8,515.2,8416
2058-02-06,514.8,515.2,510.8,513.36,6760
2058-02-07,513.36,515.6,508,508.8,6464
2058-02-08,505.6,510.8,505.6,507.2,6320
2058-02-09,507.6,510.4,507.2,509.2,2816
2058-02-10,508.4,512.8,508,508,3832
2058-02-11,508.4,509.6,505.2,505.36,11520
2058-02-12,504.96,507.6,503.2,506.8,6736
2058-02-13,508.4,511.6,504,504.96,4312
2058-02-14,505.6,506.4,500.96,501.2,5648
2058-02-15,501.6,503.2,499.76,500,7424
2058-02-16,500.8,506.4,500.8,505.36,4496
2058-02-17,505.2,508.8,505.2,508.16,4248
2058-02-18,508,509.2,507.6,508.8,5288
2058-02-19,506.4,506.4,504.8,505.2,3280
2058-02-20,505.2,505.6,502,503.6,3984
2058-02-21,504,506,504,504.96,2496
2058-02-22,505.2,505.36,504.4,504.4,1376
2058-02-23,504.4,505.6,497.6,498,5760
2058-02-24,499.2,499.6,497.76,498.56,3232
2058-02-25,497.2,498,496.8,497.6,3224
2058-02-26,498,498.8,498,498.16,2200
2058-02-27,499.2,499.6,499.2,499.36,2592
2058-02-28,512.8,520.8,512.8,519.76,12416
2058-03-01,520.8,524,519.76,522.4,7224
2058-03-02,524.8,526,523.2,523.6,5824
2058-03-03,525.6,526,522,522.4,6936
2058-03-04,520.8,521.2,518,518,7000
2058-03-05,517.6,518.8,516,516.56,4848
2058-03-06,517.6,519.6,517.6,517.76,3232
2058-03-07,520.4,522,520,520.4,5688
2058-03-08,521.6,524,521.2,523.76,2144
2058-03-09,523.36,526,523.36,525.6,3336
2058-03-10,526.16,526.96,518.96,520.4,4696
2058-03-11,519.2,519.6,517.36,517.76,2712
2058-03-12,517.36,518.4,516.8,516.8,1792
2058-03-13,516.8,517.2,516,516.16,1056
2058-03-14,516.16,516.16,514.8,515.2,1864
2058-03-15,525.6,531.2,523.2,525.76,10584
2058-03-16,522,524.8,517.76,518.56,10440
2058-03-17,520.8,525.2,519.2,521.6,10800
2058-03-18,524,527.6,523.2,525.36,2976
2058-03-19,528.8,535.6,528.4,535.2,8664
2058-03-20,538.8,541.76,536.4,537.2,10936
2058-03-21,536,536.4,530.56,531.76,7584
2058-03-22,530,536,529.76,535.6,6320
2058-03-23,533.6,534.16,528.16,530.56,7336
2058-03-24,528.8,532.8,527.6,528.8,6688
2058-03-25,530.8,530.8,525.2,527.76,6448
2058-03-26,526.8,528.8,523.2,527.2,5128
2058-03-27,527.2,533.6,527.2,532.16,4672
2058-03-28,532,533.36,529.6,532.16,3968
2058-03-29,532.8,533.76,530.4,532,2464
2058-03-30,532.8,533.2,526.4,526.56,3544
2058-03-31,525.6,528.56,524.96,526,3376
2058-04-01,526,528.4,526,527.2,2096
2058-04-02,528,537.6,528,537.2,4896
2058-04-03,532.8,534.96,532.4,534.96,2784
2058-04-04,544,546,540.96,545.6,5984
2058-04-05,541.2,541.6,539.2,540.16,3192
2058-04-06,540.4,541.6,538.56,538.8,2408
2058-04-07,537.6,543.2,537.2,540.96,3120
2058-04-08,540.96,542.4,540.56,541.2,3032
2058-04-09,541.2,542,536.56,538,5616
2058-04-10,538.8,542.96,538.8,541.36,3800
2058-04-11,542.4,550,542.4,549.6,4648
2058-04-12,544.8,549.36,539.6,548.56,5344
2058-04-13,549.6,549.6,547.2,548.16,2280
2058-04-14,548.16,548.8,546,547.6,2072
2058-04-15,548,548.4,547.2,547.2,1152
2058-04-16,547.6,552.4,547.2,552.4,3976
2058-04-17,551.6,552.96,550.8,552.56,1832
2058-04-18,562.4,563.2,560.8,561.36,5072
2058-04-19,561.6,561.6,558.56,559.36,4800
2058-04-20,559.76,561.36,558.4,561.36,3544
2058-04-21,560.4,560.4,555.2,556,3544
2058-04-22,557.6,557.6,555.2,555.76,1944
2058-04-23,555.36,555.36,554,554.4,1992
2058-04-24,554.4,555.2,553.6,553.76,1760
2058-04-25,554.8,556.4,554.8,555.6,1608
2058-04-26,555.6,555.6,555.6,555.6,48
2058-04-27,555.6,555.6,555.6,555.6,5864
2058-04-28,555.6,555.6,555.6,555.6,8
2058-04-29,548.8,550,544.4,547.2,11232
2058-04-30,545.2,550,544.8,549.36,7632
2058-05-01,550.4,550.4,544,544.16,10592
2058-05-02,544,544,538.4,538.8,16784
2058-05-03,538.8,543.6,538.8,540.56,5296
2058-05-04,542.4,545.36,542,544,5648
2058-05-05,544.8,547.2,542.96,545.36,5776
2058-05-06,545.6,545.6,541.36,543.6,4184
2058-05-07,541.2,542.4,533.6,533.76,15272
2058-05-08,536.8,542,536.4,540,8928
2058-05-09,540.8,547.6,540,545.6,9144
2058-05-10,546.8,547.6,544.4,546.16,7312
2058-05-11,546.4,554,546,553.6,7208
2058-05-12,555.2,556.8,548.8,549.76,9176
2058-05-13,552.8,552.8,546.8,549.36,6712
2058-05-14,549.6,550,546,546.56,6016
2058-05-15,547.2,551.76,546.8,551.6,5656
2058-05-16,548,549.6,546,546.56,6088
2058-05-17,548,548,542.96,544.96,5456
2058-05-18,545.36,546.96,543.6,543.6,3640
2058-05-19,542.4,544.4,540.8,541.6,5960
2058-05-20,530,543.6,530,541.6,8736
2058-05-21,541.2,542.4,538.4,539.6,3712
2058-05-22,543.2,547.2,542.8,543.2,3128
2058-05-23,542.8,546.4,541.76,542.8,3448
2058-05-24,544,544,541.6,542.96,1088
2058-05-25,542.8,542.8,540.8,542.16,1576
2058-05-26,541.6,544.8,541.6,544,1752
2058-05-27,546,548,544.8,546,2424
2058-05-28,549.6,549.6,546,546.4,5032
2058-05-29,547.2,553.2,547.2,552.16,2952
2058-05-30,553.6,555.2,552.96,553.76,3128
2058-05-31,554.4,554.8,553.2,553.6,1680
2058-06-01,554,555.6,554,555.36,2920
2058-06-02,555.6,556,554.96,555.6,2272
2058-06-03,553.6,555.2,550.8,554.96,5784
2058-06-04,551.6,554.4,550.8,552.8,5664
2058-06-05,554.4,558.8,554,557.76,5864
2058-06-06,558.4,562.4,558.4,561.6,8608
2058-06-07,563.6,566.4,561.2,566.4,9320
2058-06-08,566.8,566.8,564,564.96,4040
2058-06-09,565.2,566.8,563.2,566.16,3088
2058-06-10,566.4,573.6,566.4,569.76,4560
2058-06-11,570,572.8,568.8,570.96,2504
2058-06-12,568.8,569.6,565.2,566.96,6624
2058-06-13,564,570,564,568.56,2792
2058-06-14,569.6,574.56,569.2,569.76,3720
2058-06-15,570,571.2,564.4,566.8,5040
2058-06-16,570,571.2,568.4,569.36,2664
2058-06-17,568.96,572,568.8,570.96,2432
2058-06-18,572.8,578.4,572.8,578,4552
2058-06-19,578.8,580,578.16,579.6,2240
2058-06-20,580,580.8,579.2,579.6,2584
2058-06-21,579.36,580,579.2,579.36,936
2058-06-22,577.76,586,577.76,585.36,11632
2058-06-23,585.6,586.8,583.6,584.4,8872
2058-06-24,583.6,586.56,583.6,586.16,5088
2058-06-25,585.6,585.76,582.4,584,7240
2058-06-26,584,591.2,584,590,10248
2058-06-27,590.8,593.6,586.4,593.2,6312
2058-06-28,592.4,597.2,591.2,595.2,8128
2058-06-29,595.6,596.4,594.4,595.36,6872
2058-06-30,595.6,595.6,593.2,594.56,6000
2058-07-01,594.4,594.4,591.2,591.6,5248
2058-07-02,592.4,602.8,591.76,601.2,9008
2058-07-03,607.2,608.8,605.2,608.4,8832
2058-07-04,609.2,612.4,608.16,610.4,5312
2058-07-05,611.2,612.8,608.96,612.4,3768
2058-07-06,612.8,617.36,612.8,617.2,5952
2058-07-07,620,621.6,610.8,610.8,8104
2058-07-08,611.6,612.4,610.4,611.76,5112
2058-07-09,611.2,611.36,609.6,610.16,2480
2058-07-10,610.8,613.6,610.8,613.36,3384
2058-07-11,611.6,612,609.76,610.16,6488
2058-07-12,610.2,610.2,610.2,610.2,104
2058-07-13,610.2,610.2,610.2,610.2,6088
2058-07-14,610.2,610.2,610.2,610.2,8
2058-07-15,625.6,632.4,624.56,626.56,8568
2058-07-16,624,628,622.4,626.56,9008
2058-07-17,625.2,625.6,622.4,622.56,6952
2058-07-18,620,621.2,615.36,617.2,25696
2058-07-19,616.4,622,614.4,618.4,16904
2058-07-20,618.4,619.36,613.6,614,14256
2058-07-21,611.2,613.6,607.6,607.6,26760
2058-07-22,608,613.2,608,608.4,17312
2058-07-23,608.4,615.2,605.2,614,17080
2058-07-24,614.4,619.6,614,618.16,13192
2058-07-25,619.6,620.8,615.6,617.76,9536
2058-07-26,617.6,627.2,616.96,626.16,15560
2058-07-27,624,630.8,624,630,15400
2058-07-28,631.6,633.2,628.16,628.96,15192
2058-07-29,628.4,628.4,624.8,625.6,12416
2058-07-30,625.6,626.16,614.8,616,17976
2058-07-31,614.56,623.2,613.36,618.4,16424
2058-08-01,617.6,629.76,616.8,627.76,20496
2058-08-02,627.6,630,624.56,626.4,10048
2058-08-03,625.2,631.2,624.16,628.8,11344
2058-08-04,629.6,637.6,628,636,22936
2058-08-05,636.4,644,635.2,643.2,23176
2058-08-06,644,654.4,642.96,646.96,24224
2058-08-07,649.6,653.6,644,651.6,18752
2058-08-08,651.2,651.2,644.4,644.96,12408
2058-08-09,644.4,648,641.2,647.6,9520
2058-08-10,646,654.56,645.6,647.2,14720
2058-08-11,644,644,636.8,640.4,20384
2058-08-12,640,643.36,633.6,640.8,16952
2058-08-13,640.96,650.56,640.16,648.96,17832
2058-08-14,651.6,656,648,649.2,16792
2058-08-15,645.6,652.4,643.76,644,19120
2058-08-16,646,650.16,644.8,646.56,12968
2058-08-17,650.4,658.4,650.4,656.8,14432
2058-08-18,655.76,662.8,653.6,662,14704
2058-08-19,660,664.4,659.2,662.16,9920
2058-08-20,665.2,667.2,659.76,662,12584
2058-08-21,659.6,661.36,656.4,656.56,9288
2058-08-22,656.4,665.6,652.96,661.36,14520
2058-08-23,660.56,665.2,659.2,662.8,15264
2058-08-24,663.2,663.76,659.2,661.2,13376
2058-08-25,653.6,657.6,653.6,656.16,19704
2058-08-26,654.8,655.2,648.8,648.96,29568
2058-08-27,647.6,654.4,645.2,650.8,13968
2058-08-28,648,655.6,646.8,652.96,10336
2058-08-29,656,658.8,650,652.16,9680
2058-08-30,647.2,652.16,643.76,647.2,7864
2058-08-31,648.8,650.4,642.4,642.56,9376
2058-09-01,640.96,645.6,640.56,644.16,9696
2058-09-02,646.8,648.4,642.4,642.96,7952
2058-09-03,640,645.2,637.6,641.36,10520
2058-09-04,645.6,652,644.16,646.4,10088
2058-09-05,639.2,642,634.8,635.36,21760
2058-09-06,635.2,646,635.2,644.96,9216
2058-09-07,643.6,647.2,641.6,644.4,7520
2058-09-08,645.2,647.2,645.2,645.36,5096
2058-09-09,642.4,646,641.2,643.36,3680
2058-09-10,643.2,644.8,641.6,642.96,4376
2058-09-11,645.6,646,638.96,640.16,5736
2058-09-12,642,644.4,641.2,644.16,4200
2058-09-13,644,647.2,643.2,647.2,3360
2058-09-14,646.4,647.2,645.2,646.56,3536
2058-09-15,646.56,648.8,646.4,648,4352
2058-09-16,646.4,646.4,643.36,643.76,5544
2058-09-17,643.76,644,642.8,643.36,5768
2058-09-18,632.8,634.4,629.2,629.36,5928
2058-09-19,628.96,633.2,628.96,631.2,3864
2058-09-20,630.4,637.2,630.4,636.4,5304
2058-09-21,638,638.8,632.8,633.2,2232
2058-09-22,632,638,631.6,636.4,3400
2058-09-23,638,646.8,638,643.6,7744
2058-09-24,643.2,644.8,639.6,640,10064
2058-09-25,641.6,643.6,640.4,643.2,2144
2058-09-26,644,645.6,642,643.36,2488
2058-09-27,644.4,646.4,642.56,644.16,4688
2058-09-28,646,647.6,644.4,646.56,3464
2058-09-29,646,646,644,645.6,2552
2058-09-30,645.76,646,644.56,644.8,1312
2058-10-01,644.16,644.16,641.76,642.16,1632
2058-10-02,637.2,637.6,636.16,636.8,1760
2058-10-03,636.4,636.4,634.8,635.6,1992
2058-10-04,635.2,635.36,633.6,634,6224
2058-10-05,634.8,635.6,634.56,635.36,3080
2058-10-06,632,635.6,630.4,630.96,7440
2058-10-07,633.6,636,625.36,625.76,14016
2058-10-08,626,627.2,622.8,623.6,18000
2058-10-09,624,627.2,617.6,619.36,16984
2058-10-10,620.4,624,616.56,619.2,16856
2058-10-11,620.8,623.2,614.8,616.16,8144
2058-10-12,617.2,618.4,614.8,616.16,4704
2058-10-13,616,616,608.4,611.2,11096
2058-10-14,610,613.6,609.6,610.16,3736
2058-10-15,612.8,620,612.8,618.56,7568
2058-10-16,616.8,620,614.56,616.56,6712
2058-10-17,620.8,623.2,615.2,617.2,4600
2058-10-18,616.56,617.6,612.8,614.4,3512
2058-10-19,616,621.2,615.6,620.8,6864
2058-10-20,621.6,623.6,620.8,622.4,2120
2058-10-21,622.4,624.8,621.6,622.4,1848
2058-10-22,622.8,624,620.8,621.2,3064
2058-10-23,622,623.36,620.4,622,1824
2058-10-24,622,624.4,621.6,623.2,2520
2058-10-25,623.6,626,623.2,624.8,3272
2058-10-26,624,624,620,620,3376
2058-10-27,618.4,618.8,616.8,616.8,3272
2058-10-28,616.8,616.96,614.56,614.96,2616
2058-10-29,613.6,615.2,613.6,614.4,3344
2058-10-30,622.4,625.6,621.6,622.96,11232
2058-10-31,622.8,623.76,618,618.96,6496
2058-11-01,619.6,621.2,618,620.4,7648
2058-11-02,621.6,621.6,618.4,620.56,11200
2058-11-03,622.8,626.8,620,625.76,9264
2058-11-04,625.6,627.2,622,622.8,9888
2058-11-05,624,625.2,622.4,624.4,4400
2058-11-06,622.4,624,621.2,621.36,2424
2058-11-07,620.8,620.8,618.4,620,3528
2058-11-08,618.4,618.8,615.6,616.96,5496
2058-11-09,615.6,615.6,613.6,614,6832
2058-11-10,613.76,614,613.2,613.6,3384
2058-11-11,613.6,613.6,612.8,612.96,3200
2058-11-12,613.6,614.16,613.36,613.76,3072
2058-11-13,642,645.2,641.2,644,11176
2058-11-14,644.4,646,641.6,644.8,9120
2058-11-15,644,644.8,638,639.76,8176
2058-11-16,639.76,640.16,638,638.56,3552
2058-11-17,639.36,640,630,631.36,18736
2058-11-18,631.36,635.6,628.4,634.96,12048
2058-11-19,637.2,637.6,633.6,633.76,8696
2058-11-20,632.8,644.16,632.8,642.56,14400
2058-11-21,644,645.6,640.96,642.56,8872
2058-11-22,642.4,642.4,638.56,640.56,5688
2058-11-23,640,645.2,639.2,641.2,6840
2058-11-24,640.8,642.4,637.2,637.76,8664
2058-11-25,636,636.4,632.8,633.6,12528
2058-11-26,634,634.4,622.4,622.8,17856
2058-11-27,616,621.6,611.2,612.16,29360
2058-11-28,618,619.2,614.8,615.76,19240
2058-11-29,617.6,622.4,617.2,621.36,9280
2058-11-30,617.2,620.8,609.6,617.36,14792
2058-12-01,616,618.56,610.96,613.2,7096
2058-12-02,612.56,614.96,609.2,611.36,3224
2058-12-03,611.36,612.8,609.2,609.6,4200
2058-12-04,615.2,616,608.96,609.36,10792
2058-12-05,609.6,609.6,604.4,606.8,11952
2058-12-06,606.4,609.6,606.4,606.96,6320
2058-12-07,598,602.16,595.2,597.36,12768
2058-12-08,601.2,605.2,600,604,14240
2058-12-09,604.4,606.4,599.6,600.56,6608
2058-12-10,601.36,605.6,601.36,604.96,6112
2058-12-11,605.2,608.4,603.2,606.4,9976
2058-12-12,607.36,613.6,607.2,611.6,6640
2058-12-13,610.56,621.6,608.8,619.2,12568
2058-12-14,620,628.4,619.6,627.76,12760
2058-12-15,628.96,630.4,624.4,626.96,10536
2058-12-16,626.8,632.4,625.2,632.16,7104
2058-12-17,631.2,632.4,630,631.2,5344
2058-12-18,631.6,632,629.6,630.96,3840
2058-12-19,630.96,631.2,628,628.16,2576
2058-12-20,628,632,626.8,630.4,5520
2058-12-21,630.4,630.4,628.4,630.4,1896
2058-12-22,630,630,627.36,628,3776
2058-12-23,627.6,628,626.8,627.6,2216
2058-12-24,627.2,627.6,626.56,626.96,2200
2058-12-25,626.4,630.8,625.6,628,9064
2058-12-26,622.4,622.4,616,616,11728
2058-12-27,612.8,613.2,605.6,608.16,18544
2058-12-28,606.4,610.4,601.76,608.16,14504
2058-12-29,608.16,609.6,602.4,604.16,9096
2058-12-30,603.2,605.6,600,602,11080
2058-12-31,600.8,605.6,600.56,602.16,7936
2059-01-01,600.8,605.6,600.8,602.16,7312
2059-01-02,601.6,610.4,601.2,608.16,9136
2059-01-03,609.2,618.4,608,618.16,12760
2059-01-04,621.2,628,621.2,627.76,15408
2059-01-05,629.2,629.6,621.2,621.6,16048
2059-01-06,621.6,624,618,621.76,15384
2059-01-07,621.2,621.36,613.76,614.16,12384
2059-01-08,612.8,618.4,612.8,614.96,7416
2059-01-09,613.6,613.6,602.96,602.96,9680
2059-01-10,599.6,602.96,590.96,600.4,18720
2059-01-11,601.6,602.4,594.4,596.4,9984
2059-01-12,596.8,601.6,592.8,600,8544
2059-01-13,599.6,602,595.2,597.2,7680
2059-01-14,596.8,602.4,596,602.16,5296
2059-01-15,603.2,606.4,600.16,606.16,7720
2059-01-16,604.4,609.6,602,604.16,6256
2059-01-17,603.2,605.6,602.8,603.6,5952
2059-01-18,605.6,608.8,604,606.16,3736
2059-01-19,608.4,608.56,602.16,603.6,5432
2059-01-20,602.4,604,601.36,602,4480
2059-01-21,603.2,606,603.2,603.36,4144
2059-01-22,603.2,603.2,597.2,601.36,4040
2059-01-23,602,603.36,601.6,602.8,2344
2059-01-24,606.4,607.2,604.4,604.56,2888
2059-01-25,606,606.8,603.2,604,2352
2059-01-26,604,606.4,603.6,605.76,1848
2059-01-27,606.4,607.2,603.76,604.16,2504
2059-01-28,604.8,605.6,604,605.36,1056
2059-01-29,605.2,605.2,604.4,604.4,1416
2059-01-30,604,604.4,603.2,604,2592
2059-01-31,603.6,603.6,602.8,603.2,1312
2059-02-01,593.2,595.2,590.8,594.4,6184
2059-02-02,592.56,593.2,586,588.4,11848
2059-02-03,587.6,591.2,586.8,588.96,3536
2059-02-04,589.2,597.6,589.2,597.2,5920
2059-02-05,597.6,607.76,596.16,605.6,8136
2059-02-06,605.36,613.2,605.36,612,7976
2059-02-07,612,615.76,610.4,614.8,6256
2059-02-08,613.6,622.16,613.2,618,10264
2059-02-09,618,618.4,614,617.36,5896
2059-02-10,618.56,620.8,617.36,618.96,3432
2059-02-11,620,620.4,614.4,619.36,4280
2059-02-12,618.8,618.8,615.2,617.2,4032
2059-02-13,616,617.6,612.4,613.6,4056
2059-02-14,614.8,616.8,613.2,615.2,2296
2059-02-15,616.8,617.6,615.2,616.4,1632
2059-02-16,615.6,616,611.6,614.4,3864
2059-02-17,612.8,612.8,610.4,611.2,2224
2059-02-18,611.6,613.6,610.4,610.4,2520
2059-02-19,611.6,611.6,606,606.16,3976
2059-02-20,606,606.8,604.4,604.56,2936
2059-02-21,605.2,605.6,604.8,604.96,1544
2059-02-22,604.8,605.2,604.4,604.56,2192
2059-02-23,604,604.4,603.2,603.36,2272
2059-02-24,602.8,602.8,601.76,602,3352
2059-02-25,618.4,620,615.36,617.6,10312
2059-02-26,615.36,615.76,612.8,613.76,8352
2059-02-27,614.96,615.2,610.8,612,6976
2059-02-28,610.8,611.76,609.6,610.4,5568
